Wind speed,Linear,Nonlinear,IMF1+IMF2,Linear_Subseries,Nonlinear(t-1),Nonlinear(t-2),Nonlinear(t-3),Nonlinear(t-4),Linear_Pred,Nonlinear_Pred,y(t-1),y(t-2),y(t-3),y(t-4),Linear_Subseries_Pred
2.600 ,2.412 ,0.185 ,0.464 ,2.132 ,0.061 ,-0.213 ,0.121 ,-0.100 ,2.551 ,0.187 ,2.141 ,1.452 ,1.784 ,1.790 ,2.137 
2.090 ,2.292 ,-0.199 ,0.026 ,2.066 ,0.185 ,0.061 ,-0.213 ,0.121 ,2.241 ,-0.193 ,2.596 ,2.141 ,1.452 ,1.784 ,2.071 
1.930 ,1.978 ,-0.050 ,-0.036 ,1.964 ,-0.199 ,0.185 ,0.061 ,-0.213 ,1.985 ,0.026 ,2.092 ,2.596 ,2.141 ,1.452 ,1.971 
1.900 ,1.721 ,0.175 ,0.072 ,1.824 ,-0.050 ,-0.199 ,0.185 ,0.061 ,1.904 ,0.224 ,1.928 ,2.092 ,2.596 ,2.141 ,1.830 
1.390 ,1.506 ,-0.120 ,-0.260 ,1.646 ,0.175 ,-0.050 ,-0.199 ,0.185 ,1.513 ,-0.027 ,1.896 ,1.928 ,2.092 ,2.596 ,1.654 
1.380 ,1.345 ,0.039 ,-0.052 ,1.435 ,-0.120 ,0.175 ,-0.050 ,-0.199 ,1.288 ,0.024 ,1.386 ,1.896 ,1.928 ,2.092 ,1.437 
1.210 ,1.263 ,-0.055 ,-0.014 ,1.222 ,0.039 ,-0.120 ,0.175 ,-0.050 ,1.342 ,-0.003 ,1.384 ,1.386 ,1.896 ,1.928 ,1.206 
1.210 ,1.224 ,-0.012 ,0.168 ,1.045 ,-0.055 ,0.039 ,-0.120 ,0.175 ,1.216 ,0.106 ,1.208 ,1.384 ,1.386 ,1.896 ,1.042 
1.220 ,1.105 ,0.111 ,0.294 ,0.922 ,-0.012 ,-0.055 ,0.039 ,-0.120 ,1.165 ,0.127 ,1.213 ,1.208 ,1.384 ,1.386 ,0.923 
0.860 ,0.879 ,-0.021 ,0.000 ,0.859 ,0.111 ,-0.012 ,-0.055 ,0.039 ,0.914 ,-0.091 ,1.217 ,1.213 ,1.208 ,1.384 ,0.862 
0.530 ,0.683 ,-0.154 ,-0.323 ,0.852 ,-0.021 ,0.111 ,-0.012 ,-0.055 ,0.680 ,-0.105 ,0.858 ,1.217 ,1.213 ,1.208 ,0.844 
0.720 ,0.669 ,0.055 ,-0.178 ,0.902 ,-0.154 ,-0.021 ,0.111 ,-0.012 ,0.630 ,0.185 ,0.529 ,0.858 ,1.217 ,1.213 ,0.892 
1.210 ,0.867 ,0.342 ,0.207 ,1.001 ,0.055 ,-0.154 ,-0.021 ,0.111 ,0.810 ,0.176 ,0.725 ,0.529 ,0.858 ,1.217 ,0.997 
0.680 ,1.215 ,-0.534 ,-0.433 ,1.114 ,0.342 ,0.055 ,-0.154 ,-0.021 ,1.100 ,-0.444 ,1.209 ,0.725 ,0.529 ,0.858 ,1.132 
1.800 ,1.594 ,0.209 ,0.606 ,1.197 ,-0.534 ,0.342 ,0.055 ,-0.154 ,1.546 ,0.271 ,0.681 ,1.209 ,0.725 ,0.529 ,1.204 
1.810 ,1.544 ,0.261 ,0.599 ,1.206 ,0.209 ,-0.534 ,0.342 ,0.055 ,1.849 ,0.222 ,1.803 ,0.681 ,1.209 ,0.725 ,1.221 
0.770 ,1.066 ,-0.294 ,-0.349 ,1.122 ,0.261 ,0.209 ,-0.534 ,0.342 ,0.937 ,-0.303 ,1.805 ,1.803 ,0.681 ,1.209 ,1.121 
0.680 ,0.703 ,-0.025 ,-0.297 ,0.974 ,-0.294 ,0.261 ,0.209 ,-0.534 ,0.725 ,-0.005 ,0.773 ,1.805 ,1.803 ,0.681 ,0.948 
0.850 ,0.680 ,0.170 ,0.043 ,0.808 ,-0.025 ,-0.294 ,0.261 ,0.209 ,0.800 ,0.220 ,0.678 ,0.773 ,1.805 ,1.803 ,0.812 
0.780 ,0.790 ,-0.011 ,0.114 ,0.665 ,0.170 ,-0.025 ,-0.294 ,0.261 ,0.713 ,0.010 ,0.851 ,0.678 ,0.773 ,1.805 ,0.656 
0.660 ,0.785 ,-0.123 ,0.072 ,0.589 ,-0.011 ,0.170 ,-0.025 ,-0.294 ,0.786 ,-0.132 ,0.779 ,0.851 ,0.678 ,0.773 ,0.582 
0.660 ,0.665 ,-0.003 ,0.050 ,0.612 ,-0.123 ,-0.011 ,0.170 ,-0.025 ,0.709 ,0.066 ,0.662 ,0.779 ,0.851 ,0.678 ,0.605 
0.740 ,0.559 ,0.178 ,0.028 ,0.709 ,-0.003 ,-0.123 ,-0.011 ,0.170 ,0.555 ,0.188 ,0.662 ,0.662 ,0.779 ,0.851 ,0.732 
0.370 ,0.553 ,-0.182 ,-0.469 ,0.839 ,0.178 ,-0.003 ,-0.123 ,-0.011 ,0.530 ,-0.126 ,0.737 ,0.662 ,0.662 ,0.779 ,0.829 
0.670 ,0.603 ,0.062 ,-0.299 ,0.965 ,-0.182 ,0.178 ,-0.003 ,-0.123 ,0.630 ,0.047 ,0.370 ,0.737 ,0.662 ,0.662 ,0.971 
0.460 ,0.601 ,-0.140 ,-0.593 ,1.054 ,0.062 ,-0.182 ,0.178 ,-0.003 ,0.609 ,0.048 ,0.666 ,0.370 ,0.737 ,0.662 ,1.053 
0.940 ,0.725 ,0.218 ,-0.162 ,1.106 ,-0.140 ,0.062 ,-0.182 ,0.178 ,0.523 ,0.261 ,0.461 ,0.666 ,0.370 ,0.737 ,1.092 
0.960 ,1.119 ,-0.155 ,-0.164 ,1.127 ,0.218 ,-0.140 ,0.062 ,-0.182 ,1.101 ,-0.094 ,0.944 ,0.461 ,0.666 ,0.370 ,1.136 
1.550 ,1.701 ,-0.148 ,0.426 ,1.126 ,-0.155 ,0.218 ,-0.140 ,0.062 ,1.547 ,0.019 ,0.964 ,0.944 ,0.461 ,0.666 ,1.122 
2.180 ,1.985 ,0.192 ,1.065 ,1.112 ,-0.148 ,-0.155 ,0.218 ,-0.140 ,2.167 ,0.332 ,1.553 ,0.964 ,0.944 ,0.461 ,1.115 
1.630 ,1.622 ,0.007 ,0.538 ,1.092 ,0.192 ,-0.148 ,-0.155 ,0.218 ,1.728 ,0.056 ,2.177 ,1.553 ,0.964 ,0.944 ,1.089 
0.810 ,0.992 ,-0.179 ,-0.265 ,1.079 ,0.007 ,0.192 ,-0.148 ,-0.155 ,0.974 ,-0.115 ,1.629 ,2.177 ,1.553 ,0.964 ,1.072 
0.570 ,0.677 ,-0.107 ,-0.518 ,1.088 ,-0.179 ,0.007 ,0.192 ,-0.148 ,0.735 ,0.137 ,0.814 ,1.629 ,2.177 ,1.553 ,1.082 
0.970 ,0.701 ,0.270 ,-0.160 ,1.131 ,-0.107 ,-0.179 ,0.007 ,0.192 ,0.778 ,0.416 ,0.569 ,0.814 ,1.629 ,2.177 ,1.126 
0.520 ,0.677 ,-0.156 ,-0.702 ,1.224 ,0.270 ,-0.107 ,-0.179 ,0.007 ,0.676 ,-0.046 ,0.971 ,0.569 ,0.814 ,1.629 ,1.216 
0.340 ,0.513 ,-0.175 ,-1.039 ,1.377 ,-0.156 ,0.270 ,-0.107 ,-0.179 ,0.460 ,-0.026 ,0.521 ,0.971 ,0.569 ,0.814 ,1.365 
0.530 ,0.401 ,0.131 ,-1.062 ,1.595 ,-0.175 ,-0.156 ,0.270 ,-0.107 ,0.442 ,0.311 ,0.338 ,0.521 ,0.971 ,0.569 ,1.591 
0.550 ,0.557 ,-0.005 ,-1.296 ,1.848 ,0.131 ,-0.175 ,-0.156 ,0.270 ,0.426 ,0.179 ,0.533 ,0.338 ,0.521 ,0.971 ,1.858 
1.140 ,1.221 ,-0.082 ,-0.963 ,2.102 ,-0.005 ,0.131 ,-0.175 ,-0.156 ,0.890 ,0.031 ,0.552 ,0.533 ,0.338 ,0.521 ,2.099 
2.340 ,2.397 ,-0.053 ,0.023 ,2.322 ,-0.082 ,-0.005 ,0.131 ,-0.175 ,2.162 ,0.076 ,1.139 ,0.552 ,0.533 ,0.338 ,2.328 
3.650 ,3.595 ,0.051 ,1.175 ,2.471 ,-0.053 ,-0.082 ,-0.005 ,0.131 ,3.510 ,0.202 ,2.344 ,1.139 ,0.552 ,0.533 ,2.480 
4.020 ,3.991 ,0.026 ,1.501 ,2.516 ,0.051 ,-0.053 ,-0.082 ,-0.005 ,4.189 ,0.111 ,3.646 ,2.344 ,1.139 ,0.552 ,2.534 
3.280 ,3.326 ,-0.047 ,0.851 ,2.428 ,0.026 ,0.051 ,-0.053 ,-0.082 ,3.495 ,-0.028 ,4.017 ,3.646 ,2.344 ,1.139 ,2.445 
2.310 ,2.292 ,0.014 ,0.087 ,2.218 ,-0.047 ,0.026 ,0.051 ,-0.053 ,2.387 ,0.014 ,3.279 ,4.017 ,3.646 ,2.344 ,2.212 
1.730 ,1.693 ,0.033 ,-0.199 ,1.925 ,0.014 ,-0.047 ,0.026 ,0.051 ,1.790 ,0.034 ,2.306 ,3.279 ,4.017 ,3.646 ,1.927 
1.400 ,1.530 ,-0.134 ,-0.196 ,1.592 ,0.033 ,0.014 ,-0.047 ,0.026 ,1.662 ,-0.017 ,1.726 ,2.306 ,3.279 ,4.017 ,1.598 
1.410 ,1.268 ,0.146 ,0.149 ,1.265 ,-0.134 ,0.033 ,0.014 ,-0.047 ,1.348 ,0.173 ,1.396 ,1.726 ,2.306 ,3.279 ,1.266 
0.810 ,0.765 ,0.044 ,-0.178 ,0.986 ,0.146 ,-0.134 ,0.033 ,0.014 ,0.762 ,-0.022 ,1.414 ,1.396 ,1.726 ,2.306 ,0.980 
0.290 ,0.457 ,-0.166 ,-0.504 ,0.795 ,0.044 ,0.146 ,-0.134 ,0.033 ,0.399 ,-0.167 ,0.809 ,1.414 ,1.396 ,1.726 ,0.787 
0.640 ,0.593 ,0.045 ,-0.061 ,0.699 ,-0.166 ,0.044 ,0.146 ,-0.134 ,0.600 ,0.099 ,0.291 ,0.809 ,1.414 ,1.396 ,0.705 
0.980 ,0.816 ,0.168 ,0.285 ,0.699 ,0.045 ,-0.166 ,0.044 ,0.146 ,0.869 ,0.136 ,0.638 ,0.291 ,0.809 ,1.414 ,0.686 
0.660 ,0.827 ,-0.169 ,-0.118 ,0.775 ,0.168 ,0.045 ,-0.166 ,0.044 ,0.734 ,-0.165 ,0.984 ,0.638 ,0.291 ,0.809 ,0.779 
0.870 ,0.797 ,0.068 ,0.022 ,0.844 ,-0.169 ,0.168 ,0.045 ,-0.166 ,0.744 ,0.008 ,0.657 ,0.984 ,0.638 ,0.291 ,0.893 
0.810 ,0.873 ,-0.064 ,-0.024 ,0.833 ,0.068 ,-0.169 ,0.168 ,0.045 ,0.956 ,0.011 ,0.865 ,0.657 ,0.984 ,0.638 ,0.829 
1.030 ,0.918 ,0.116 ,0.257 ,0.777 ,-0.064 ,0.068 ,-0.169 ,0.168 ,0.927 ,0.123 ,0.809 ,0.865 ,0.657 ,0.984 ,0.716 
0.640 ,0.695 ,-0.054 ,-0.093 ,0.734 ,0.116 ,-0.064 ,0.068 ,-0.169 ,0.810 ,-0.072 ,1.034 ,0.809 ,0.865 ,0.657 ,0.730 
0.310 ,0.449 ,-0.135 ,-0.429 ,0.744 ,-0.054 ,0.116 ,-0.064 ,0.068 ,0.305 ,-0.048 ,0.642 ,1.034 ,0.809 ,0.865 ,0.741 
0.870 ,0.651 ,0.222 ,0.049 ,0.824 ,-0.135 ,-0.054 ,0.116 ,-0.064 ,0.536 ,0.221 ,0.315 ,0.642 ,1.034 ,0.809 ,0.830 
0.970 ,1.241 ,-0.267 ,0.030 ,0.944 ,0.222 ,-0.135 ,-0.054 ,0.116 ,1.224 ,-0.084 ,0.873 ,0.315 ,0.642 ,1.034 ,0.975 
1.890 ,1.671 ,0.216 ,0.829 ,1.059 ,-0.267 ,0.222 ,-0.135 ,-0.054 ,1.669 ,0.216 ,0.975 ,0.873 ,0.315 ,0.642 ,1.051 
1.260 ,1.436 ,-0.180 ,0.123 ,1.133 ,0.216 ,-0.267 ,0.222 ,-0.135 ,1.627 ,-0.055 ,1.887 ,0.975 ,0.873 ,0.315 ,1.137 
0.960 ,0.866 ,0.091 ,-0.217 ,1.174 ,-0.180 ,0.216 ,-0.267 ,0.222 ,0.778 ,0.139 ,1.256 ,1.887 ,0.975 ,0.873 ,1.143 
0.490 ,0.553 ,-0.068 ,-0.712 ,1.197 ,0.091 ,-0.180 ,0.216 ,-0.267 ,0.658 ,0.043 ,0.957 ,1.256 ,1.887 ,0.975 ,1.201 
0.600 ,0.673 ,-0.072 ,-0.618 ,1.219 ,-0.068 ,0.091 ,-0.180 ,0.216 ,0.609 ,0.088 ,0.485 ,0.957 ,1.256 ,1.887 ,1.224 
0.960 ,0.870 ,0.094 ,-0.293 ,1.256 ,-0.072 ,-0.068 ,0.091 ,-0.180 ,0.918 ,0.207 ,0.601 ,0.485 ,0.957 ,1.256 ,1.260 
0.810 ,0.862 ,-0.056 ,-0.519 ,1.325 ,0.094 ,-0.072 ,-0.068 ,0.091 ,0.804 ,0.033 ,0.963 ,0.601 ,0.485 ,0.957 ,1.312 
0.740 ,0.825 ,-0.084 ,-0.695 ,1.436 ,-0.056 ,0.094 ,-0.072 ,-0.068 ,0.766 ,0.043 ,0.806 ,0.963 ,0.601 ,0.485 ,1.422 
1.080 ,1.101 ,-0.017 ,-0.494 ,1.578 ,-0.084 ,-0.056 ,0.094 ,-0.072 ,0.961 ,0.171 ,0.741 ,0.806 ,0.963 ,0.601 ,1.586 
1.890 ,1.792 ,0.098 ,0.156 ,1.734 ,-0.017 ,-0.084 ,-0.056 ,0.094 ,1.622 ,0.213 ,1.084 ,0.741 ,0.806 ,0.963 ,1.728 
2.490 ,2.512 ,-0.021 ,0.602 ,1.888 ,0.098 ,-0.017 ,-0.084 ,-0.056 ,2.500 ,-0.003 ,1.890 ,1.084 ,0.741 ,0.806 ,1.896 
2.480 ,2.727 ,-0.251 ,0.454 ,2.022 ,-0.021 ,0.098 ,-0.017 ,-0.084 ,2.809 ,-0.067 ,2.490 ,1.890 ,1.084 ,0.741 ,2.024 
2.530 ,2.325 ,0.207 ,0.405 ,2.128 ,-0.251 ,-0.021 ,0.098 ,-0.017 ,2.428 ,0.352 ,2.476 ,2.490 ,1.890 ,1.084 ,2.126 
1.890 ,1.744 ,0.146 ,-0.338 ,2.228 ,0.207 ,-0.251 ,-0.021 ,0.098 ,1.796 ,0.105 ,2.533 ,2.476 ,2.490 ,1.890 ,2.201 
1.420 ,1.747 ,-0.327 ,-0.932 ,2.351 ,0.146 ,0.207 ,-0.251 ,-0.021 ,1.489 ,-0.295 ,1.890 ,2.533 ,2.476 ,2.490 ,2.344 
2.390 ,2.461 ,-0.071 ,-0.123 ,2.513 ,-0.327 ,0.146 ,0.207 ,-0.251 ,2.427 ,0.154 ,1.420 ,1.890 ,2.533 ,2.476 ,2.514 
3.580 ,3.039 ,0.538 ,0.886 ,2.691 ,-0.071 ,-0.327 ,0.146 ,0.207 ,3.172 ,0.464 ,2.390 ,1.420 ,1.890 ,2.533 ,2.715 
2.370 ,2.887 ,-0.522 ,-0.484 ,2.849 ,0.538 ,-0.071 ,-0.327 ,0.146 ,2.835 ,-0.417 ,3.578 ,2.390 ,1.420 ,1.890 ,2.856 
2.720 ,2.607 ,0.111 ,-0.203 ,2.922 ,-0.522 ,0.538 ,-0.071 ,-0.327 ,2.402 ,0.106 ,2.365 ,3.578 ,2.390 ,1.420 ,2.956 
2.990 ,2.742 ,0.249 ,0.133 ,2.858 ,0.111 ,-0.522 ,0.538 ,-0.071 ,2.947 ,0.196 ,2.718 ,2.365 ,3.578 ,2.390 ,2.862 
2.710 ,3.018 ,-0.309 ,0.009 ,2.700 ,0.249 ,0.111 ,-0.522 ,0.538 ,2.992 ,-0.230 ,2.991 ,2.718 ,2.365 ,3.578 ,2.652 
2.900 ,2.838 ,0.065 ,0.368 ,2.535 ,-0.309 ,0.249 ,0.111 ,-0.522 ,2.976 ,0.133 ,2.709 ,2.991 ,2.718 ,2.365 ,2.524 
2.550 ,2.227 ,0.325 ,0.128 ,2.424 ,0.065 ,-0.309 ,0.249 ,0.111 ,2.265 ,0.147 ,2.903 ,2.709 ,2.991 ,2.718 ,2.433 
1.630 ,2.054 ,-0.420 ,-0.789 ,2.422 ,0.325 ,0.065 ,-0.309 ,0.249 ,1.780 ,-0.361 ,2.552 ,2.903 ,2.709 ,2.991 ,2.407 
2.870 ,2.773 ,0.094 ,0.303 ,2.564 ,-0.420 ,0.325 ,0.065 ,-0.309 ,2.675 ,0.161 ,1.634 ,2.552 ,2.903 ,2.709 ,2.554 
3.760 ,3.542 ,0.221 ,0.951 ,2.812 ,0.094 ,-0.420 ,0.325 ,0.065 ,3.735 ,0.226 ,2.867 ,1.634 ,2.552 ,2.903 ,2.836 
3.560 ,3.640 ,-0.083 ,0.449 ,3.108 ,0.221 ,0.094 ,-0.420 ,0.325 ,3.427 ,-0.159 ,3.763 ,2.867 ,1.634 ,2.552 ,3.094 
3.250 ,3.403 ,-0.149 ,-0.150 ,3.404 ,-0.083 ,0.221 ,0.094 ,-0.420 ,3.384 ,-0.185 ,3.557 ,3.763 ,2.867 ,1.634 ,3.407 
3.490 ,3.416 ,0.073 ,-0.188 ,3.677 ,-0.149 ,-0.083 ,0.221 ,0.094 ,3.491 ,0.138 ,3.254 ,3.557 ,3.763 ,2.867 ,3.657 
3.740 ,3.605 ,0.135 ,-0.169 ,3.910 ,0.073 ,-0.149 ,-0.083 ,0.221 ,3.650 ,0.170 ,3.489 ,3.254 ,3.557 ,3.763 ,3.922 
3.560 ,3.636 ,-0.073 ,-0.528 ,4.091 ,0.135 ,0.073 ,-0.149 ,-0.083 ,3.577 ,-0.136 ,3.740 ,3.489 ,3.254 ,3.557 ,4.099 
3.500 ,3.586 ,-0.088 ,-0.728 ,4.226 ,-0.073 ,0.135 ,0.073 ,-0.149 ,3.529 ,-0.120 ,3.563 ,3.740 ,3.489 ,3.254 ,4.216 
3.840 ,3.796 ,0.040 ,-0.479 ,4.315 ,-0.088 ,-0.073 ,0.135 ,0.073 ,3.686 ,0.119 ,3.498 ,3.563 ,3.740 ,3.489 ,4.324 
4.420 ,4.297 ,0.127 ,0.066 ,4.358 ,0.040 ,-0.088 ,-0.073 ,0.135 ,4.240 ,0.135 ,3.836 ,3.498 ,3.563 ,3.740 ,4.361 
4.620 ,4.733 ,-0.112 ,0.267 ,4.354 ,0.127 ,0.040 ,-0.088 ,-0.073 ,4.717 ,-0.134 ,4.424 ,3.836 ,3.498 ,3.563 ,4.364 
4.920 ,4.896 ,0.022 ,0.617 ,4.301 ,-0.112 ,0.127 ,0.040 ,-0.088 ,4.832 ,-0.031 ,4.621 ,4.424 ,3.836 ,3.498 ,4.307 
4.850 ,4.818 ,0.034 ,0.651 ,4.201 ,0.022 ,-0.112 ,0.127 ,0.040 ,4.914 ,0.031 ,4.918 ,4.621 ,4.424 ,3.836 ,4.213 
4.500 ,4.524 ,-0.024 ,0.440 ,4.060 ,0.034 ,0.022 ,-0.112 ,0.127 ,4.669 ,0.003 ,4.852 ,4.918 ,4.621 ,4.424 ,4.066 
4.210 ,4.114 ,0.094 ,0.311 ,3.897 ,-0.024 ,0.034 ,0.022 ,-0.112 ,4.137 ,0.012 ,4.500 ,4.852 ,4.918 ,4.621 ,3.895 
3.660 ,3.750 ,-0.093 ,-0.077 ,3.733 ,0.094 ,-0.024 ,0.034 ,0.022 ,3.822 ,-0.129 ,4.209 ,4.500 ,4.852 ,4.918 ,3.734 
3.520 ,3.521 ,0.001 ,-0.067 ,3.590 ,-0.093 ,0.094 ,-0.024 ,0.034 ,3.564 ,0.021 ,3.656 ,4.209 ,4.500 ,4.852 ,3.587 
3.470 ,3.328 ,0.140 ,-0.021 ,3.488 ,0.001 ,-0.093 ,0.094 ,-0.024 ,3.403 ,0.086 ,3.522 ,3.656 ,4.209 ,4.500 ,3.486 
2.950 ,3.141 ,-0.191 ,-0.500 ,3.449 ,0.140 ,0.001 ,-0.093 ,0.094 ,3.095 ,-0.135 ,3.467 ,3.522 ,3.656 ,4.209 ,3.438 
3.390 ,3.183 ,0.204 ,-0.102 ,3.488 ,-0.191 ,0.140 ,0.001 ,-0.093 ,3.062 ,0.112 ,2.950 ,3.467 ,3.522 ,3.656 ,3.480 
3.340 ,3.506 ,-0.168 ,-0.258 ,3.596 ,0.204 ,-0.191 ,0.140 ,0.001 ,3.499 ,-0.120 ,3.386 ,2.950 ,3.467 ,3.522 ,3.602 
3.970 ,3.941 ,0.025 ,0.211 ,3.756 ,-0.168 ,0.204 ,-0.191 ,0.140 ,3.817 ,0.091 ,3.338 ,3.386 ,2.950 ,3.467 ,3.746 
4.380 ,4.165 ,0.219 ,0.433 ,3.950 ,0.025 ,-0.168 ,0.204 ,-0.191 ,4.242 ,0.113 ,3.967 ,3.338 ,3.386 ,2.950 ,3.949 
3.820 ,4.154 ,-0.336 ,-0.334 ,4.152 ,0.219 ,0.025 ,-0.168 ,0.204 ,4.073 ,-0.257 ,4.384 ,3.967 ,3.338 ,3.386 ,4.156 
4.460 ,4.210 ,0.250 ,0.131 ,4.329 ,-0.336 ,0.219 ,0.025 ,-0.168 ,4.148 ,0.203 ,3.818 ,4.384 ,3.967 ,3.338 ,4.336 
4.320 ,4.382 ,-0.063 ,-0.151 ,4.469 ,0.250 ,-0.336 ,0.219 ,0.025 ,4.466 ,-0.039 ,4.460 ,3.818 ,4.384 ,3.967 ,4.461 
4.520 ,4.595 ,-0.076 ,-0.070 ,4.590 ,-0.063 ,0.250 ,-0.336 ,0.219 ,4.452 ,-0.029 ,4.319 ,4.460 ,3.818 ,4.384 ,4.572 
4.850 ,4.734 ,0.112 ,0.133 ,4.713 ,-0.076 ,-0.063 ,0.250 ,-0.336 ,4.782 ,0.094 ,4.520 ,4.319 ,4.460 ,3.818 ,4.713 
4.700 ,4.788 ,-0.084 ,-0.143 ,4.848 ,0.112 ,-0.076 ,-0.063 ,0.250 ,4.756 ,-0.043 ,4.846 ,4.520 ,4.319 ,4.460 ,4.851 
4.890 ,4.871 ,0.021 ,-0.109 ,5.001 ,-0.084 ,0.112 ,-0.076 ,-0.063 ,4.820 ,0.058 ,4.704 ,4.846 ,4.520 ,4.319 ,4.997 
5.040 ,5.028 ,0.008 ,-0.139 ,5.176 ,0.021 ,-0.084 ,0.112 ,-0.076 ,5.015 ,0.036 ,4.892 ,4.704 ,4.846 ,4.520 ,5.171 
5.280 ,5.275 ,0.002 ,-0.088 ,5.365 ,0.008 ,0.021 ,-0.084 ,0.112 ,5.184 ,0.020 ,5.036 ,4.892 ,4.704 ,4.846 ,5.368 
5.590 ,5.621 ,-0.030 ,0.033 ,5.559 ,0.002 ,0.008 ,0.021 ,-0.084 ,5.521 ,0.006 ,5.277 ,5.036 ,4.892 ,4.704 ,5.556 
6.030 ,6.030 ,-0.003 ,0.280 ,5.747 ,-0.030 ,0.002 ,0.008 ,0.021 ,5.966 ,0.046 ,5.591 ,5.277 ,5.036 ,4.892 ,5.747 
6.400 ,6.340 ,0.059 ,0.480 ,5.920 ,-0.003 ,-0.030 ,0.002 ,0.008 ,6.349 ,0.067 ,6.027 ,5.591 ,5.277 ,5.036 ,5.920 
6.350 ,6.407 ,-0.057 ,0.275 ,6.075 ,0.059 ,-0.003 ,-0.030 ,0.002 ,6.422 ,-0.040 ,6.399 ,6.027 ,5.591 ,5.277 ,6.073 
6.260 ,6.258 ,-0.003 ,0.027 ,6.228 ,-0.057 ,0.059 ,-0.003 ,-0.030 ,6.304 ,0.020 ,6.350 ,6.399 ,6.027 ,5.591 ,6.216 
6.070 ,6.046 ,0.028 ,-0.322 ,6.395 ,-0.003 ,-0.057 ,0.059 ,-0.003 ,6.092 ,0.059 ,6.255 ,6.350 ,6.399 ,6.027 ,6.390 
6.020 ,6.034 ,-0.009 ,-0.568 ,6.592 ,0.028 ,-0.003 ,-0.057 ,0.059 ,5.917 ,0.019 ,6.074 ,6.255 ,6.350 ,6.399 ,6.582 
6.310 ,6.355 ,-0.046 ,-0.522 ,6.831 ,-0.009 ,0.028 ,-0.003 ,-0.057 ,6.276 ,0.008 ,6.024 ,6.074 ,6.255 ,6.350 ,6.825 
6.940 ,6.901 ,0.040 ,-0.183 ,7.125 ,-0.046 ,-0.009 ,0.028 ,-0.003 ,6.780 ,0.079 ,6.309 ,6.024 ,6.074 ,6.255 ,7.113 
7.420 ,7.466 ,-0.045 ,-0.055 ,7.477 ,0.040 ,-0.046 ,-0.009 ,0.028 ,7.348 ,0.033 ,6.942 ,6.309 ,6.024 ,6.074 ,7.468 
8.040 ,7.959 ,0.079 ,0.155 ,7.883 ,-0.045 ,0.040 ,-0.046 ,-0.009 ,7.844 ,0.070 ,7.422 ,6.942 ,6.309 ,6.024 ,7.876 
8.350 ,8.466 ,-0.114 ,0.015 ,8.337 ,0.079 ,-0.045 ,0.040 ,-0.046 ,8.332 ,-0.057 ,8.038 ,7.422 ,6.942 ,6.309 ,8.324 
9.140 ,9.080 ,0.062 ,0.311 ,8.831 ,-0.114 ,0.079 ,-0.045 ,0.040 ,8.944 ,0.097 ,8.351 ,8.038 ,7.422 ,6.942 ,8.820 
9.690 ,9.670 ,0.023 ,0.333 ,9.360 ,0.062 ,-0.114 ,0.079 ,-0.045 ,9.643 ,0.046 ,9.142 ,8.351 ,8.038 ,7.422 ,9.349 
10.020 ,10.083 ,-0.066 ,0.103 ,9.914 ,0.023 ,0.062 ,-0.114 ,0.079 ,9.989 ,-0.030 ,9.693 ,9.142 ,8.351 ,8.038 ,9.907 
10.410 ,10.392 ,0.015 ,-0.069 ,10.477 ,-0.066 ,0.023 ,0.062 ,-0.114 ,10.297 ,0.056 ,10.018 ,9.693 ,9.142 ,8.351 ,10.476 
10.870 ,10.781 ,0.090 ,-0.147 ,11.018 ,0.015 ,-0.066 ,0.023 ,0.062 ,10.693 ,0.062 ,10.407 ,10.018 ,9.693 ,9.142 ,11.021 
11.160 ,11.306 ,-0.148 ,-0.356 ,11.514 ,0.090 ,0.015 ,-0.066 ,0.023 ,11.207 ,-0.087 ,10.871 ,10.407 ,10.018 ,9.693 ,11.512 
11.890 ,11.844 ,0.050 ,-0.051 ,11.945 ,-0.148 ,0.090 ,0.015 ,-0.066 ,11.751 ,0.104 ,11.158 ,10.871 ,10.407 ,10.018 ,11.949 
12.380 ,12.242 ,0.139 ,0.089 ,12.293 ,0.050 ,-0.148 ,0.090 ,0.015 ,12.207 ,0.093 ,11.894 ,11.158 ,10.871 ,10.407 ,12.302 
12.320 ,12.521 ,-0.204 ,-0.221 ,12.538 ,0.139 ,0.050 ,-0.148 ,0.090 ,12.428 ,-0.160 ,12.381 ,11.894 ,11.158 ,10.871 ,12.553 
12.870 ,12.759 ,0.115 ,0.211 ,12.663 ,-0.204 ,0.139 ,0.050 ,-0.148 ,12.755 ,0.100 ,12.317 ,12.381 ,11.894 ,11.158 ,12.684 
12.750 ,12.779 ,-0.027 ,0.104 ,12.649 ,0.115 ,-0.204 ,0.139 ,0.050 ,12.939 ,0.024 ,12.874 ,12.317 ,12.381 ,11.894 ,12.673 
12.580 ,12.480 ,0.099 ,0.090 ,12.489 ,-0.027 ,0.115 ,-0.204 ,0.139 ,12.498 ,0.031 ,12.753 ,12.874 ,12.317 ,12.381 ,12.507 
11.900 ,12.053 ,-0.150 ,-0.324 ,12.227 ,0.099 ,-0.027 ,0.115 ,-0.204 ,12.119 ,-0.144 ,12.580 ,12.753 ,12.874 ,12.317 ,12.212 
